,TEAM,LOCATION,OPPONENT,DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
14886,MIN,Away,NOP,02/07/2014,L,240,91,28,75,37.3,4,18,22.2,31,37,83.8,8,36,44,14,8,5,15,14,-7
14887,NOP,Home,MIN,02/07/2014,W,240,98,39,81,48.1,8,15,53.3,12,16,75.0,7,31,38,20,8,9,12,28,7
14888,WAS,Home,CLE,02/07/2014,L,240,113,43,85,50.6,11,20,55.0,16,23,69.6,11,23,34,29,11,5,13,23,-2
14889,CLE,Away,WAS,02/07/2014,W,240,115,40,77,51.9,6,15,40.0,29,33,87.9,14,31,45,20,7,2,18,23,2
14890,UTA,Away,DAL,02/07/2014,L,240,81,31,76,40.8,12,35,34.3,7,14,50.0,6,31,37,22,7,4,16,20,-22
14891,DAL,Home,UTA,02/07/2014,W,240,103,38,81,46.9,10,18,55.6,17,22,77.3,11,37,48,24,10,2,9,20,22
14892,POR,Away,IND,02/07/2014,L,265,113,45,104,43.3,7,20,35.0,16,20,80.0,13,34,47,21,3,5,15,27,-5
14893,IND,Home,POR,02/07/2014,W,265,118,42,92,45.7,5,13,38.5,29,35,82.9,11,35,46,22,10,9,12,20,5
14894,DET,Home,BKN,02/07/2014,W,240,111,43,84,51.2,9,17,52.9,16,24,66.7,15,42,57,26,10,9,23,19,16
14895,BKN,Away,DET,02/07/2014,L,240,95,32,89,36.0,12,31,38.7,19,29,65.5,16,24,40,17,14,3,12,19,-16
14896,TOR,Away,LAC,02/07/2014,L,240,105,34,85,40.0,7,26,26.9,30,40,75.0,16,28,44,22,7,2,9,35,-13
14897,LAC,Home,TOR,02/07/2014,W,240,118,36,71,50.7,9,24,37.5,37,54,68.5,10,35,45,25,6,4,12,28,13
14898,OKC,Away,ORL,02/07/2014,L,240,102,37,73,50.7,10,22,45.5,18,19,94.7,4,30,34,25,6,9,16,20,-1
14899,ORL,Home,OKC,02/07/2014,W,240,103,38,80,47.5,5,12,41.7,22,26,84.6,10,26,36,25,10,2,11,13,1
14900,SAC,Away,BOS,02/07/2014,L,240,89,31,87,35.6,5,15,33.3,22,24,91.7,15,32,47,17,3,5,10,15,-10
14901,BOS,Home,SAC,02/07/2014,W,240,99,40,88,45.5,9,22,40.9,10,15,66.7,15,37,52,24,8,6,14,21,10
14902,NYK,Home,DEN,02/07/2014,W,240,117,48,85,56.5,11,28,39.3,10,14,71.4,9,34,43,23,16,1,24,23,27
14903,DEN,Away,NYK,02/07/2014,L,240,90,32,76,42.1,7,26,26.9,19,26,73.1,10,24,34,12,10,0,24,21,-27
14904,PHI,Home,LAL,02/07/2014,L,240,98,37,87,42.5,15,32,46.9,9,17,52.9,12,38,50,23,8,2,23,18,-14
14905,LAL,Away,PHI,02/07/2014,W,240,112,45,89,50.6,8,18,44.4,14,20,70.0,7,33,40,34,14,9,14,15,14
14906,SAS,Away,BKN,02/06/2014,L,240,89,29,73,39.7,7,21,33.3,24,29,82.8,8,30,38,14,8,7,17,12,-14
14907,BKN,Home,SAS,02/06/2014,W,240,103,46,93,49.5,4,13,30.8,7,10,70.0,16,37,53,29,7,4,14,24,14
14908,GSW,Home,CHI,02/06/2014,W,240,102,40,83,48.2,11,22,50.0,11,15,73.3,12,27,39,24,7,6,12,18,15
14909,CHI,Away,GSW,02/06/2014,L,240,87,32,77,41.6,4,14,28.6,19,20,95.0,14,31,45,20,8,3,17,16,-15
14910,NOP,Home,ATL,02/05/2014,W,240,105,40,86,46.5,5,14,35.7,20,22,90.9,13,37,50,18,5,5,11,15,5
14911,ATL,Away,NOP,02/05/2014,L,240,100,38,84,45.2,14,30,46.7,10,14,71.4,7,31,38,29,7,7,11,16,-5
14912,OKC,Home,MIN,02/05/2014,W,240,106,44,91,48.4,10,27,37.0,8,11,72.7,19,30,49,25,8,6,16,22,9
14913,MIN,Away,OKC,02/05/2014,L,240,97,37,78,47.4,6,20,30.0,17,23,73.9,11,28,39,18,7,8,14,16,-9
14914,MEM,Home,DAL,02/05/2014,L,240,96,37,69,53.6,6,16,37.5,16,22,72.7,8,24,32,24,7,6,17,23,-14
14915,DAL,Away,MEM,02/05/2014,W,240,110,42,78,53.8,8,18,44.4,18,25,72.0,11,24,35,24,7,3,13,20,14
14916,WAS,Home,SAS,02/05/2014,L,290,118,44,101,43.6,5,16,31.3,25,32,78.1,13,36,49,19,10,6,16,18,-7
14917,SAS,Away,WAS,02/05/2014,W,290,125,48,98,49.0,9,28,32.1,20,25,80.0,11,42,53,30,8,9,20,27,7
14918,MIL,Away,DEN,02/05/2014,L,240,100,36,95,37.9,7,16,43.8,21,31,67.7,19,30,49,22,9,5,15,21,-10
14919,DEN,Home,MIL,02/05/2014,W,240,110,39,84,46.4,10,23,43.5,22,26,84.6,15,33,48,22,5,12,21,25,10
14920,TOR,Away,SAC,02/05/2014,L,240,101,36,84,42.9,10,25,40.0,19,24,79.2,16,28,44,25,7,6,18,35,-8
14921,SAC,Home,TOR,02/05/2014,W,240,109,32,81,39.5,4,12,33.3,41,51,80.4,15,26,41,15,10,4,11,23,8
14922,PHX,Away,HOU,02/05/2014,L,240,108,42,90,46.7,8,30,26.7,16,21,76.2,12,26,38,21,6,4,14,27,-14
14923,HOU,Home,PHX,02/05/2014,W,240,122,39,71,54.9,11,16,68.8,33,42,78.6,5,31,36,17,9,5,14,19,14
14924,LAL,Away,CLE,02/05/2014,W,240,119,42,79,53.2,18,37,48.6,17,22,77.3,6,34,40,35,7,3,15,25,11
14925,CLE,Home,LAL,02/05/2014,L,240,108,38,101,37.6,5,33,15.2,27,37,73.0,27,30,57,24,10,1,11,22,-11
14926,MIA,Away,LAC,02/05/2014,W,240,116,41,78,52.6,13,31,41.9,21,26,80.8,7,24,31,33,11,5,15,32,4
14927,LAC,Home,MIA,02/05/2014,L,240,112,37,86,43.0,7,25,28.0,31,42,73.8,21,31,52,26,8,2,20,24,-4
14928,DET,Away,ORL,02/05/2014,L,240,98,39,85,45.9,6,20,30.0,14,23,60.9,11,25,36,19,8,4,15,20,-14
14929,ORL,Home,DET,02/05/2014,W,240,112,44,89,49.4,6,18,33.3,18,20,90.0,12,32,44,29,10,8,14,20,14
14930,POR,Away,NYK,02/05/2014,W,240,94,30,79,38.0,8,21,38.1,26,33,78.8,12,37,49,17,5,5,14,16,4
14931,NYK,Home,POR,02/05/2014,L,240,90,36,90,40.0,4,21,19.0,14,20,70.0,15,33,48,18,8,5,10,24,-4
14932,PHI,Home,BOS,02/05/2014,L,240,108,42,94,44.7,7,21,33.3,17,20,85.0,13,34,47,27,7,5,16,24,-6
14933,BOS,Away,PHI,02/05/2014,W,240,114,41,84,48.8,8,19,42.1,24,33,72.7,12,36,48,27,9,8,15,19,6
14934,MIN,Home,LAL,02/04/2014,W,240,109,37,83,44.6,8,17,47.1,27,38,71.1,11,42,53,28,8,5,14,19,10
14935,LAL,Away,MIN,02/04/2014,L,240,99,33,79,41.8,10,21,47.6,23,26,88.5,7,31,38,25,8,4,16,25,-10
14936,IND,Away,ATL,02/04/2014,W,240,89,34,74,45.9,5,18,27.8,16,20,80.0,7,33,40,20,9,1,19,16,4
14937,ATL,Home,IND,02/04/2014,L,240,85,33,76,43.4,7,25,28.0,12,15,80.0,7,31,38,26,8,4,18,19,-4
14938,PHX,Home,CHI,02/04/2014,L,240,92,31,80,38.8,8,28,28.6,22,29,75.9,11,36,47,12,8,5,21,23,-9
14939,CHI,Away,PHX,02/04/2014,W,240,101,35,78,44.9,6,18,33.3,25,31,80.6,8,36,44,13,9,6,19,23,9
14940,CHA,Away,GSW,02/04/2014,W,240,91,37,78,47.4,5,13,38.5,12,19,63.2,9,39,48,22,9,2,16,20,16
14941,GSW,Home,CHA,02/04/2014,L,240,75,29,93,31.2,4,20,20.0,13,16,81.3,18,32,50,18,7,4,16,18,-16
14942,SAS,Away,NOP,02/03/2014,W,240,102,38,81,46.9,5,18,27.8,21,25,84.0,5,29,34,20,9,12,7,16,7
14943,NOP,Home,SAS,02/03/2014,L,240,95,36,79,45.6,6,14,42.9,17,20,85.0,7,37,44,16,3,7,16,24,-7
14944,MEM,Away,OKC,02/03/2014,L,240,77,32,81,39.5,2,16,12.5,11,15,73.3,11,24,35,18,8,4,13,21,-9
14945,OKC,Home,MEM,02/03/2014,W,240,86,34,76,44.7,4,18,22.2,14,23,60.9,10,34,44,17,7,9,16,20,9
14946,WAS,Home,POR,02/03/2014,W,240,100,37,84,44.0,7,17,41.2,19,22,86.4,5,34,39,22,10,3,6,16,10
14947,POR,Away,WAS,02/03/2014,L,240,90,37,81,45.7,5,19,26.3,11,12,91.7,7,38,45,23,3,7,16,17,-10
14948,LAC,Away,DEN,02/03/2014,L,240,115,42,84,50.0,6,21,28.6,25,34,73.5,9,28,37,31,12,5,11,27,-1
14949,DEN,Home,LAC,02/03/2014,W,240,116,40,83,48.2,5,18,27.8,31,44,70.5,17,35,52,18,8,6,17,23,1
14950,SAC,Home,CHI,02/03/2014,W,240,99,36,69,52.2,2,8,25.0,25,34,73.5,10,43,53,18,7,3,23,26,29
14951,CHI,Away,SAC,02/03/2014,L,240,70,22,78,28.2,4,20,20.0,22,34,64.7,8,22,30,17,11,2,14,24,-29
14952,DAL,Home,CLE,02/03/2014,W,240,124,44,80,55.0,12,26,46.2,24,26,92.3,10,35,45,30,4,5,13,23,17
14953,CLE,Away,DAL,02/03/2014,L,240,107,37,80,46.3,8,24,33.3,25,33,75.8,10,21,31,21,9,4,10,24,-17
14954,NYK,Away,MIL,02/03/2014,L,240,98,34,78,43.6,15,34,44.1,15,24,62.5,8,32,40,17,4,2,10,20,-3
14955,MIL,Home,NYK,02/03/2014,W,240,101,36,81,44.4,11,18,61.1,18,21,85.7,12,32,44,20,3,1,12,24,3
14956,IND,Home,ORL,02/03/2014,W,240,98,38,90,42.2,8,25,32.0,14,17,82.4,13,39,52,21,4,5,9,13,19
14957,ORL,Away,IND,02/03/2014,L,240,79,33,83,39.8,7,16,43.8,6,10,60.0,9,29,38,21,5,4,13,18,-19
14958,UTA,Home,TOR,02/03/2014,L,240,79,32,78,41.0,3,17,17.6,12,13,92.3,11,28,39,10,4,5,11,16,-15
14959,TOR,Away,UTA,02/03/2014,W,240,94,37,84,44.0,6,21,28.6,14,16,87.5,15,29,44,21,7,3,6,17,15
14960,DET,Away,MIA,02/03/2014,L,240,96,34,83,41.0,6,18,33.3,22,29,75.9,19,32,51,19,11,4,21,20,-6
14961,MIA,Home,DET,02/03/2014,W,240,102,39,85,45.9,7,20,35.0,17,21,81.0,13,31,44,24,13,6,20,22,6
14962,PHI,Away,BKN,02/03/2014,L,240,102,37,71,52.1,8,20,40.0,20,28,71.4,8,30,38,20,4,3,26,28,-6
14963,BKN,Home,PHI,02/03/2014,W,240,108,32,72,44.4,10,25,40.0,34,39,87.2,5,25,30,25,15,6,15,24,6
14964,ORL,Away,BOS,02/02/2014,L,240,89,33,80,41.3,5,14,35.7,18,22,81.8,13,26,39,18,9,4,14,13,-7
14965,BOS,Home,ORL,02/02/2014,W,240,96,41,82,50.0,4,14,28.6,10,12,83.3,10,34,44,24,7,3,16,18,7
14966,CHI,Away,NOP,02/01/2014,L,240,79,27,70,38.6,3,16,18.8,22,33,66.7,16,26,42,20,4,7,17,17,-9
14967,NOP,Home,CHI,02/01/2014,W,240,88,38,80,47.5,4,9,44.4,8,10,80.0,10,22,32,22,8,14,12,25,9
14968,MEM,Home,MIL,02/01/2014,W,240,99,38,79,48.1,6,10,60.0,17,22,77.3,13,35,48,22,4,6,12,20,9
14969,MIL,Away,MEM,02/01/2014,L,240,90,30,76,39.5,9,23,39.1,21,25,84.0,11,27,38,15,8,3,13,21,-9
14970,WAS,Home,OKC,02/01/2014,W,240,96,41,89,46.1,8,24,33.3,6,9,66.7,8,35,43,28,9,2,11,18,15
14971,OKC,Away,WAS,02/01/2014,L,240,81,31,78,39.7,4,24,16.7,15,17,88.2,11,35,46,19,4,5,21,18,-15
14972,MIN,Away,ATL,02/01/2014,L,240,113,37,84,44.0,6,16,37.5,33,39,84.6,14,32,46,25,9,7,17,24,-7
14973,ATL,Home,MIN,02/01/2014,W,240,120,43,92,46.7,9,23,39.1,25,30,83.3,15,33,48,30,12,4,16,27,7
14974,IND,Home,BKN,02/01/2014,W,240,97,31,73,42.5,3,15,20.0,32,37,86.5,12,34,46,17,7,5,24,20,1
14975,BKN,Away,IND,02/01/2014,L,240,96,34,77,44.2,7,23,30.4,21,23,91.3,6,21,27,15,15,7,15,28,-1
14976,TOR,Away,POR,02/01/2014,L,240,103,40,87,46.0,6,20,30.0,17,25,68.0,9,29,38,27,2,3,12,30,-3
14977,POR,Home,TOR,02/01/2014,W,240,106,35,76,46.1,8,18,44.4,28,35,80.0,11,31,42,20,5,3,14,24,3
14978,HOU,Home,CLE,02/01/2014,W,240,106,41,80,51.3,7,26,26.9,17,24,70.8,10,34,44,24,8,7,17,12,14
14979,CLE,Away,HOU,02/01/2014,L,240,92,38,87,43.7,8,30,26.7,8,10,80.0,7,25,32,23,8,4,16,24,-14
14980,DET,Home,PHI,02/01/2014,W,240,113,41,92,44.6,7,25,28.0,24,40,60.0,23,35,58,23,12,8,16,20,17
14981,PHI,Away,DET,02/01/2014,L,240,96,38,89,42.7,5,21,23.8,15,23,65.2,13,31,44,17,12,2,19,28,-17
14982,UTA,Away,LAC,02/01/2014,L,240,87,29,81,35.8,10,30,33.3,19,28,67.9,15,27,42,19,5,1,13,27,-15
14983,LAC,Home,UTA,02/01/2014,W,240,102,38,74,51.4,2,12,16.7,24,37,64.9,14,31,45,25,7,6,11,22,15
14984,CHA,Away,PHX,02/01/2014,L,240,95,33,79,41.8,8,23,34.8,21,29,72.4,5,29,34,19,7,5,8,18,-10
14985,PHX,Home,CHA,02/01/2014,W,240,105,39,80,48.8,7,21,33.3,20,23,87.0,9,42,51,13,5,4,13,22,10
14986,NYK,Home,MIA,02/01/2014,L,240,91,33,67,49.3,11,26,42.3,14,23,60.9,9,24,33,14,7,4,18,22,-15
14987,MIA,Away,NYK,02/01/2014,W,240,106,41,76,53.9,8,23,34.8,16,24,66.7,7,27,34,18,10,3,13,20,15
14988,SAS,Home,SAC,02/01/2014,W,240,95,36,75,48.0,6,22,27.3,17,26,65.4,7,35,42,23,4,7,13,19,2
14989,SAC,Away,SAS,02/01/2014,L,240,93,34,83,41.0,5,14,35.7,20,25,80.0,8,35,43,15,8,4,10,26,-2
14990,MEM,Away,MIN,01/31/2014,W,240,94,38,80,47.5,4,12,33.3,14,22,63.6,9,29,38,19,10,6,11,11,4
14991,MIN,Home,MEM,01/31/2014,L,240,90,39,84,46.4,6,22,27.3,6,7,85.7,9,37,46,18,5,4,14,20,-4
14992,TOR,Away,DEN,01/31/2014,W,240,100,37,85,43.5,8,21,38.1,18,20,90.0,9,31,40,24,10,7,15,18,10
14993,DEN,Home,TOR,01/31/2014,L,240,90,36,80,45.0,8,21,38.1,10,14,71.4,12,37,49,27,9,6,26,19,-10
14994,SAC,Away,DAL,01/31/2014,L,240,103,38,75,50.7,7,21,33.3,20,23,87.0,10,29,39,20,4,6,15,26,-4
14995,DAL,Home,SAC,01/31/2014,W,240,107,38,80,47.5,2,19,10.5,29,36,80.6,12,25,37,21,10,2,4,18,4
14996,UTA,Home,GSW,01/31/2014,L,240,90,35,73,47.9,3,9,33.3,17,21,81.0,6,36,42,18,3,3,19,22,-5
14997,GSW,Away,UTA,01/31/2014,W,240,95,33,88,37.5,10,26,38.5,19,24,79.2,14,29,43,17,9,5,9,22,5
14998,ORL,Home,MIL,01/31/2014,W,240,113,43,83,51.8,7,16,43.8,20,25,80.0,6,38,44,27,10,4,15,22,11
14999,MIL,Away,ORL,01/31/2014,L,240,102,39,87,44.8,10,21,47.6,14,24,58.3,12,31,43,23,8,7,16,20,-11
15000,OKC,Away,BKN,01/31/2014,W,240,120,49,77,63.6,5,15,33.3,17,20,85.0,10,31,41,28,9,7,18,19,25
15001,BKN,Home,OKC,01/31/2014,L,240,95,35,74,47.3,11,24,45.8,14,17,82.4,3,14,17,18,13,3,14,21,-25
15002,CHA,Away,LAL,01/31/2014,W,240,110,46,88,52.3,2,11,18.2,16,22,72.7,7,42,49,28,7,2,11,20,10
15003,LAL,Home,CHA,01/31/2014,L,240,100,36,93,38.7,6,26,23.1,22,27,81.5,9,32,41,23,5,3,8,23,-10
15004,PHI,Home,ATL,01/31/2014,L,240,99,32,87,36.8,6,22,27.3,29,37,78.4,13,33,46,19,10,4,21,25,-26
15005,ATL,Away,PHI,01/31/2014,W,240,125,45,89,50.6,8,16,50.0,27,34,79.4,9,37,46,36,15,4,18,22,26
15006,PHX,Away,IND,01/30/2014,W,240,102,39,91,42.9,8,17,47.1,16,20,80.0,11,35,46,18,6,4,12,21,8
15007,IND,Home,PHX,01/30/2014,L,240,94,38,87,43.7,1,15,6.7,17,24,70.8,14,33,47,15,2,6,15,23,-8
15008,NYK,Home,CLE,01/30/2014,W,240,117,43,76,56.6,12,26,46.2,19,28,67.9,8,36,44,21,5,10,16,18,31
15009,CLE,Away,NYK,01/30/2014,L,240,86,31,87,35.6,8,23,34.8,16,22,72.7,13,23,36,14,10,2,12,25,-31
15010,LAC,Away,GSW,01/30/2014,L,240,92,31,76,40.8,8,24,33.3,22,34,64.7,8,26,34,17,6,1,13,15,-19
15011,GSW,Home,LAC,01/30/2014,W,240,111,45,91,49.5,6,21,28.6,15,20,75.0,16,37,53,24,8,5,11,21,19
15012,TOR,Home,ORL,01/29/2014,W,240,98,37,87,42.5,14,31,45.2,10,13,76.9,13,41,54,26,5,3,14,20,15
15013,ORL,Away,TOR,01/29/2014,L,240,83,28,84,33.3,6,19,31.6,21,26,80.8,10,29,39,17,10,5,7,14,-15
15014,MIN,Home,NOP,01/29/2014,W,240,88,33,82,40.2,4,20,20.0,18,25,72.0,12,38,50,23,3,3,13,21,11
15015,NOP,Away,MIN,01/29/2014,L,240,77,29,82,35.4,2,21,9.5,17,23,73.9,13,35,48,12,4,6,15,26,-11
15016,CHA,Away,DEN,01/29/2014,W,240,101,33,78,42.3,5,14,35.7,30,42,71.4,7,46,53,18,5,7,16,16,3
15017,DEN,Home,CHA,01/29/2014,L,240,98,39,100,39.0,9,28,32.1,11,13,84.6,9,34,43,20,6,2,11,28,-3
15018,HOU,Away,DAL,01/29/2014,W,240,117,41,74,55.4,9,21,42.9,26,36,72.2,10,32,42,24,8,1,18,29,2
15019,DAL,Home,HOU,01/29/2014,L,240,115,40,86,46.5,5,19,26.3,30,36,83.3,13,28,41,20,5,4,14,29,-2
15020,MEM,Away,SAC,01/29/2014,W,240,99,41,75,54.7,4,14,28.6,13,16,81.3,9,22,31,24,11,4,12,15,10
15021,SAC,Home,MEM,01/29/2014,L,240,89,38,79,48.1,5,21,23.8,8,8,100,13,21,34,20,5,2,17,12,-10
15022,PHX,Away,MIL,01/29/2014,W,240,126,42,78,53.8,12,23,52.2,30,32,93.8,8,28,36,28,8,4,15,29,9
15023,MIL,Home,PHX,01/29/2014,L,240,117,38,89,42.7,7,19,36.8,34,36,94.4,11,25,36,22,3,3,9,25,-9
15024,OKC,Away,MIA,01/29/2014,W,240,112,41,80,51.3,16,27,59.3,14,19,73.7,11,23,34,23,13,2,16,16,17
15025,MIA,Home,OKC,01/29/2014,L,240,95,37,72,51.4,3,19,15.8,18,22,81.8,10,27,37,20,4,2,21,15,-17
15026,WAS,Away,LAC,01/29/2014,L,240,103,45,88,51.1,3,22,13.6,10,17,58.8,6,30,36,31,10,4,17,26,-7
15027,LAC,Home,WAS,01/29/2014,W,240,110,36,73,49.3,6,15,40.0,32,42,76.2,8,35,43,21,5,3,19,16,7
15028,PHI,Away,BOS,01/29/2014,W,240,95,37,86,43.0,7,21,33.3,14,25,56.0,7,33,40,26,8,3,10,24,1
15029,BOS,Home,PHI,01/29/2014,L,240,94,32,87,36.8,7,19,36.8,23,30,76.7,18,41,59,20,8,7,18,21,-1
15030,SAS,Home,CHI,01/29/2014,L,240,86,33,71,46.5,5,13,38.5,15,16,93.8,6,25,31,16,5,2,19,23,-10
15031,CHI,Away,SAS,01/29/2014,W,240,96,37,83,44.6,4,12,33.3,18,23,78.3,14,25,39,21,9,8,8,18,10
15032,MEM,Away,POR,01/28/2014,W,240,98,43,83,51.8,6,13,46.2,6,10,60.0,9,37,46,24,9,2,13,20,17
15033,POR,Home,MEM,01/28/2014,L,240,81,30,87,34.5,4,24,16.7,17,22,77.3,12,28,40,18,4,2,12,12,-17
15034,DET,Home,ORL,01/28/2014,W,240,103,39,86,45.3,6,20,30.0,19,28,67.9,17,39,56,22,7,7,15,20,16
15035,ORL,Away,DET,01/28/2014,L,240,87,32,77,41.6,8,20,40.0,15,25,60.0,8,32,40,19,10,2,16,17,-16
15036,SAS,Away,HOU,01/28/2014,L,240,90,35,82,42.7,6,23,26.1,14,21,66.7,13,26,39,23,6,8,12,31,-7
15037,HOU,Home,SAS,01/28/2014,W,240,97,33,75,44.0,5,18,27.8,26,47,55.3,19,36,55,18,5,4,15,21,7
15038,NOP,Away,CLE,01/28/2014,W,240,100,39,74,52.7,4,13,30.8,18,23,78.3,6,35,41,27,7,10,15,23,11
15039,CLE,Home,NOP,01/28/2014,L,240,89,33,80,41.3,6,15,40.0,17,27,63.0,10,25,35,22,10,2,11,16,-11
15040,NYK,Home,BOS,01/28/2014,W,240,114,44,82,53.7,10,20,50.0,16,23,69.6,12,34,46,25,9,7,15,20,26
15041,BOS,Away,NYK,01/28/2014,L,240,88,32,82,39.0,6,22,27.3,18,24,75.0,13,27,40,21,8,2,17,22,-26
15042,IND,Away,LAL,01/28/2014,W,240,104,42,99,42.4,5,21,23.8,15,27,55.6,17,46,63,23,7,2,4,16,12
15043,LAL,Home,IND,01/28/2014,L,240,92,37,94,39.4,5,24,20.8,13,16,81.3,7,43,50,24,3,4,9,18,-12
15044,WAS,Away,GSW,01/28/2014,W,240,88,34,90,37.8,10,22,45.5,10,15,66.7,12,44,56,20,10,4,18,17,3
15045,GSW,Home,WAS,01/28/2014,L,240,85,30,80,37.5,7,23,30.4,18,23,78.3,5,42,47,19,12,6,19,16,-3
15046,OKC,Home,ATL,01/27/2014,W,240,111,43,82,52.4,13,25,52.0,12,18,66.7,10,23,33,23,8,10,14,12,2
15047,ATL,Away,OKC,01/27/2014,L,240,109,43,88,48.9,12,25,48.0,11,12,91.7,15,25,40,25,8,2,18,17,-2
15048,MIL,Home,LAC,01/27/2014,L,240,86,34,89,38.2,4,22,18.2,14,22,63.6,17,24,41,24,6,3,13,15,-28
15049,LAC,Away,MIL,01/27/2014,W,240,114,43,79,54.4,14,28,50.0,14,19,73.7,11,36,47,29,9,3,20,25,28
15050,UTA,Home,SAC,01/27/2014,W,240,106,32,80,40.0,7,20,35.0,35,53,66.0,19,35,54,20,6,3,8,23,7
15051,SAC,Away,UTA,01/27/2014,L,240,99,37,90,41.1,5,22,22.7,20,26,76.9,20,35,55,15,3,5,10,36,-7
15052,TOR,Away,BKN,01/27/2014,W,240,104,37,79,46.8,9,22,40.9,21,26,80.8,10,33,43,21,8,3,18,18,1
15053,BKN,Home,TOR,01/27/2014,L,240,103,37,77,48.1,11,24,45.8,18,22,81.8,5,31,36,22,10,4,17,20,-1
15054,MIN,Away,CHI,01/27/2014,W,240,95,34,73,46.6,5,17,29.4,22,26,84.6,5,35,40,20,8,8,14,14,9
15055,CHI,Home,MIN,01/27/2014,L,240,86,32,85,37.6,8,24,33.3,14,16,87.5,11,31,42,20,9,4,15,25,-9
15056,PHX,Away,PHI,01/27/2014,W,240,124,43,80,53.8,9,20,45.0,29,35,82.9,13,29,42,25,11,12,20,25,11
15057,PHI,Home,PHX,01/27/2014,L,240,113,40,87,46.0,8,20,40.0,25,26,96.2,14,23,37,23,11,3,21,27,-11
15058,ORL,Away,NOP,01/26/2014,L,240,92,36,77,46.8,3,15,20.0,17,19,89.5,4,28,32,15,7,2,17,24,-8
15059,NOP,Home,ORL,01/26/2014,W,240,100,37,81,45.7,5,12,41.7,21,27,77.8,16,32,48,21,10,10,14,26,8
15060,SAC,Home,DEN,01/26/2014,L,240,117,42,81,51.9,4,16,25.0,29,34,85.3,9,32,41,23,10,1,16,31,-8
15061,DEN,Away,SAC,01/26/2014,W,240,125,42,81,51.9,10,25,40.0,31,40,77.5,6,31,37,28,11,5,12,25,8
15062,DET,Away,DAL,01/26/2014,L,240,106,43,91,47.3,4,13,30.8,16,28,57.1,17,24,41,18,10,0,12,21,-10
15063,DAL,Home,DET,01/26/2014,W,240,116,43,74,58.1,7,21,33.3,23,28,82.1,7,32,39,23,6,7,17,19,10
15064,SAS,Away,MIA,01/26/2014,L,240,101,38,76,50.0,6,22,27.3,19,23,82.6,6,22,28,24,8,4,12,17,-12
15065,MIA,Home,SAS,01/26/2014,W,240,113,43,74,58.1,8,19,42.1,19,20,95.0,7,30,37,28,6,5,14,22,12
15066,PHX,Away,CLE,01/26/2014,W,240,99,34,82,41.5,9,27,33.3,22,28,78.6,14,36,50,23,6,2,12,24,9
15067,CLE,Home,PHX,01/26/2014,L,240,90,34,86,39.5,5,16,31.3,17,24,70.8,14,29,43,23,6,3,14,23,-9
15068,BKN,Away,BOS,01/26/2014,W,240,85,33,84,39.3,6,25,24.0,13,18,72.2,10,32,42,20,9,3,11,20,6
15069,BOS,Home,BKN,01/26/2014,L,240,79,28,75,37.3,7,26,26.9,16,19,84.2,12,33,45,17,6,5,17,21,-6
15070,NYK,Home,LAL,01/26/2014,W,240,110,43,90,47.8,11,26,42.3,13,18,72.2,16,29,45,21,4,6,11,19,7
15071,LAL,Away,NYK,01/26/2014,L,240,103,39,75,52.0,11,23,47.8,14,18,77.8,5,30,35,16,6,3,12,20,-7
15072,POR,Away,GSW,01/26/2014,L,240,88,28,83,33.7,6,21,28.6,26,33,78.8,12,42,54,16,3,6,15,19,-15
15073,GSW,Home,POR,01/26/2014,W,240,103,38,91,41.8,10,25,40.0,17,21,81.0,10,41,51,22,8,4,9,21,15
15074,CHA,Home,CHI,01/25/2014,L,240,87,37,88,42.0,6,19,31.6,7,10,70.0,11,34,45,24,3,8,15,18,-2
15075,CHI,Away,CHA,01/25/2014,W,240,89,31,77,40.3,11,23,47.8,16,22,72.7,4,37,41,24,11,5,14,16,2
15076,MEM,Home,HOU,01/25/2014,W,240,99,41,88,46.6,7,19,36.8,10,14,71.4,16,36,52,23,8,5,12,23,18
15077,HOU,Away,MEM,01/25/2014,L,240,81,30,81,37.0,9,32,28.1,12,17,70.6,10,28,38,14,3,5,15,15,-18
15078,TOR,Home,LAC,01/25/2014,L,240,118,36,74,48.6,14,29,48.3,32,38,84.2,15,27,42,24,4,1,15,22,-8
15079,LAC,Away,TOR,01/25/2014,W,240,126,46,84,54.8,12,22,54.5,22,25,88.0,8,24,32,20,10,1,7,23,8
15080,IND,Away,DEN,01/25/2014,L,240,96,37,88,42.0,5,12,41.7,17,27,63.0,10,41,51,20,5,2,17,27,-13
15081,DEN,Home,IND,01/25/2014,W,240,109,40,83,48.2,8,20,40.0,21,37,56.8,5,41,46,26,8,6,14,21,13
15082,MIL,Home,ATL,01/25/2014,L,240,87,38,82,46.3,5,21,23.8,6,13,46.2,13,26,39,23,6,5,20,26,-25
15083,ATL,Away,MIL,01/25/2014,W,240,112,40,76,52.6,13,26,50.0,19,25,76.0,4,31,35,26,10,2,13,19,25
15084,WAS,Away,UTA,01/25/2014,L,240,101,39,91,42.9,7,20,35.0,16,18,88.9,14,33,47,19,6,3,10,18,-3
15085,UTA,Home,WAS,01/25/2014,W,240,104,38,81,46.9,10,24,41.7,18,22,81.8,8,33,41,17,5,1,11,14,3
